crack_opening
-0.36
-0.36
-0.29
-0.27
-0.28
-0.18
-0.25
-0.17
-0.215
-0.151
-0.056
-0.096
-0.036
0.004
-0.02
0.039
0.09
0.058
0.107
0.128
0.058
0.109
0.06
0.06
0.001
0.021
-0.051
-0.11
-0.1
-0.13
-0.155
-0.155
-0.185
-0.21
-0.195
-0.21
-0.2
-0.21
-0.2
-0.13
-0.22
-0.11
-0.15
-0.13
-0.21
-0.17
-0.19
-0.23
-0.25
-0.25
-0.19
-0.24
-0.24
-0.21
-0.2
-0.19
-0.13
-0.13
-0.05
-0.05
-0.01
0.02
-0.01
0.09
0.15
0.15
0.116
0.13
0.1
0.16
0.24
0.19
0.19
0.13
0.17
0.12
0.16
0.12
0.16
0.11
0.09
-0.03
-0.01
0.01
0.0
-0.12
-0.08
-0.07
-0.06
-0.05
-0.16
-0.19
-0.15
-0.16
-0.08
-0.06
-0.11
-0.13
-0.07
-0.11
-0.12
-0.14
-0.17
-0.14
-0.15
-0.19
-0.13
-0.13
-0.06
-0.05
-0.05
0.0
0.01
0.05
0.01
0.11
0.11
0.13
0.15
0.2
0.21
0.19
0.19
0.2
0.19
0.19
0.22
0.26
0.19
0.18
0.13
0.15
0.11
0.12
0.0
0.02
-0.04
-0.07
0.02
-0.07
-0.04
0.05
0.07
-0.06
0.03
0.03
0.09
0.04
-0.02
-0.08
-0.07
-0.07
0.0
-0.1
-0.09
-0.09
